rank,entity,count,doc_freq,ent_type,std_name,role,topic,nonambiguous,informative,notes,example
761,civil procedure code,7,5,EVENT,Civil Procedure Code,PROCEDURAL,,1,informative,,A plaintiff may rely upon different rights alternatively and there is nothing in the Civil Procedure Code to prevent a party from making two or more inconsistent sets of allegations and claiming relief thereunder in the alternative.
762,sessions court,7,5,ORG,Sessions Court,ACTOR,,1,informative,,"In pending cases, he was granted bail from the courts and in one case he has been convicted and sentenced to undergo rigorous imprisonment for a term of nine years by the Sessions Court, Bangalore."
763,section 20,7,5,LAW,Section 20,RULE,,1,informative,,"Section 21 reads as follows : ""S. 21 (1) The Consolidation Officer shall after obtaining the advice of the landowners of the estate or estates concerned, carry out repartition in accordance with the scheme of consolidation confirmed under s"
764,section 15,7,4,LAW,Section 15,RULE,,1,informative,,"Provided that no industry, which will use any of these gases as a raw material, shall be set up by the Commission without the previous approval of the Central Government. (h) to perform any other function which is supplemental, incidental o"
765,judicial committee,7,4,ORG,Judicial Committee,ACTOR,,1,informative,,The practice adopted by this court is similar to what has always been acted upon by the Judicial Committee.
766,civil suit no,7,4,WORK_OF_ART,Civil Suit No,,PROCEDURE-REMEDY,1,informative,,"The appellant, therefore, was constrained to file Civil Suit No. 40-A of 1982 in the Court of Civil Judge, Class II, Hoshangabad against Hiralal (vendor), Ganpat and Bhagwandas (respondent herein) for possession and removal of unauthorized "
767,das,7,4,ORG,Das,ACTOR,,1,informative,,"Held (per Das, Sarkar and Dayal, JJ.) that s. 42 did not empower the State Government to interfere with an order passed by an officer to whom the power to hear appeals filed under s. 21 (4) had been delegated by it under s. 41 (1)."
768,a.c. gupta,7,4,PERSON,A.C. Gupta,ACTOR,,1,informative,,"New Delhi Municipal Committee vs Kalu Ram & on 20 April, COURT 1637, , , 1976 (1) SCWR 479, 1976 (12) DLT 325, 1976 MCC 194, 1976 UJ (SC) 525 Author: A.C. Gupta Bench: A.C. Gupta, Jaswant Singh NEW DELHI MUNICIPAL COMMITTEE"
769,additional district judge,7,4,FAC,Additional District Judge,EVIDENCE,,1,informative,,"The respondent's appeal to the Additional District Judge was rejected, but the Punjab High Court at Delhi allowed his writ petition on the ground that section 7 could not be availed in case of time barred claims."
770,cj,7,4,PERSON,Cj,ACTOR,,1,informative,,"Y.V. Chandrachud, Syed Murtaza Fazalali, V.D. Tulzapurkar, O. Chinnappa Reddy, A. Varadarajan GRAM PANCHAYAT OF VILLAGE, JAMALPUR Vs. MALWINDER SINGH & DATE OF JUDGMENT09/07/1985 CHANDRACHUD, Y.V. ((CJ) CHANDRACHUD, Y.V. ((CJ) FAZALALI, SYE"
771,writ petition no,7,4,WORK_OF_ART,Writ Petition No,,CONSTITUTIONAL,1,informative,,"While the aforementioned writ petition concerns premises requisitioned for the purposes of residential use under the Bombay Land Requisition act, 1948 (hereinafter called ""the said Act""), Writ Petition No. 53 of 1993, Grahak Sanstha Manch a"
772,section 9,7,4,LAW,Section 9,RULE,,1,informative,,"At the same time sub-section (1-A) was introduced in Section 9, which obliged the State Government to release land from requisition on the expiry of a stated period."
773,l.r,7,4,GPE,L.R,,,0,non-informative,,"Thakur Barhma v. Jibon Marware, ( 1913) L.R. 41 I.A, 38,"
774,rajeev dhavan,7,4,PERSON,Rajeev Dhavan,ACTOR,,1,informative,,"On the contrary, Dr. Rajeev Dhavan, learned senior counsel and Shri Sanjay Parekh, Advocate representing the oustees, have vehemently opposed the appeals contending that displacement of oustees without proper implementation of the rehabilit"
775,cbi,7,4,ORG,Cbi,ACTOR,,1,informative,,"(See also Nirmal Jeet Kaur v. State of M.P. & , ; and Mayuram Subramanian Srinivasan v. CBI, )."
776,section 25,7,4,LAW,Section 25,RULE,,1,informative,,"The case of Kasinka Trading V. State Of Punjab vs M/S Nestle India Ltd. & on 5 May, 2004 Union of India , cited by the appellants is an authority for the proposition that the mere issuance of an exemption notification under a provision in a"
777,w.p,7,4,GPE,W.P,EVIDENCE,,1,informative,,The appellant challenged that order of the Revenue Court in W.P. No. 915 of 1961 and it was dismissed.
778,arbitration act,7,3,LAW,Arbitration Act,RULE,,1,informative,,"If, without any fault of his own, the engineer has put himself in such a position that it is not fitting or decorous or proper that he should act as arbitrator in any one or more of those disputes, the contractor has the right to appeal to "
779,kapur,7,3,ORG,Kapur,ACTOR,,1,informative,,"Vs. STATE OF PUNJAB 10/10/1962 SARKAR, A.K. SARKAR, A.K. DAS, S.K. KAPUR, J.L. HIDAYATULLAH, M. DAYAL, RAGHUBAR CITATION: 1963"
780,s. 45,7,3,ORG,S. 45,ACTOR,,1,informative,,""" The officer though exercising such powers as the State Government itself possesses is still an officer of the State Government and has all the protection which is given by s. 45 of the Act and his order is final as provided in s. 43."
781,national insurance co. ltd,7,3,ORG,National Insurance Co. Ltd,,,0,non-informative,,"(Vide: Corporation Bank v. Saraswati Abharansala & ; and Sonic Surgical v. National Insurance Co. Ltd., )."
782,p.a,7,3,GPE,P.A,EVIDENCE,,1,informative,,"On this basis, the Reference Court directed the payment of interest on the compensation amount from the recorded date of possession, i.e. 8.12.2007 upto the date of payment @ 9% p.a."
783,article 32 of the constitution,7,3,LAW,Article 32 Of The Constitution,RULE,CONSTITUTIONAL,1,informative,,"Rabindra Nath Bose & v. Union of India & (1) was also referred to in the course of arguments, although this case relates to the exercise of the powers of this Court under Article 32 of the Constitution."
784,home department,7,3,ORG,Home Department,ACTOR,,1,informative,,"P 1560, which is a letter addressed by Mr, Dave, Under Secretary to the Government of U. P., Home Department to the District Magistrate, Kanpur informing him that the Governor has been pleased to grant sanction to the initiation of proceedi"
785,poona,7,3,PERSON,Poona,ACTOR,,1,informative,,The parties were wrestlers and agreed to wrestle in Poona on a particular day.
786,u.s.a,7,2,GPE,U.S.A,,,0,non-informative,,"Reference has been made to the price of gas in Assam and U.S.A. So far as the former is concerned, the High Court has, rightly in our view, discarded the comparison."
787,rekha,7,2,PERSON,Rekha,ACTOR,,1,informative,,"In support of his contention, he very much relied on the recent decision of this Court in Rekha vs. State of Tamil Nadu ."
788,non-muslims,7,2,NORP,Non-Muslims,ACTOR,,1,informative,,Some of the villages in Punjab and many in Haryana were inhabited partly by Muslims and partly by non-Muslims.
789,state act,7,2,LAW,State Act,RULE,,1,informative,,"The repugnancy is to the extent that whereas under the Central Act the interest of the evacuees in all properties including the Shamlat-deh lands vests in the Custodian appointed or deemed to be appointed under that Act, the Shamlat-deh lan"
790,bhim singh,7,2,ORG,Bhim Singh,ACTOR,,1,informative,,"As far as Bhim Singh is concerned, there was no obligation cast on him to pay premium direct to LIC."
791,united nations,7,2,ORG,United Nations,ACTOR,,1,informative,,"It recognises the vital role that institutions play in governance and focuses on defining the structural norms and processes that guide institutional decision−making.32 30 United Nations, ‘Environmental Rule of Law: First Global Report’ (20"
792,section 62,7,2,LAW,Section 62,RULE,,1,informative,,"It is obvious that under Section 62 read with Section 61 and 64, the Commission has to “determine” tariff under the Act having regard to various factors, whereas under Section 63 of the Act, the Commission does not “determine” but only “ado"
793,section 86,7,2,LAW,Section 86,RULE,,1,informative,,It was argued by them that all cases fall within either Section 79 or Section 86.
794,section 27 of the arms act,7,2,LAW,Section 27 Of The Arms Act,RULE,,1,informative,,"FIR was registered on 25.03.1995 at the Police Station Masrakh (Panapur) District Saran at Chapra, Bihar as Case No. 62 of 1995 under Sections 147, 148, 149/307 of Indian Penal Code, 18601 and Section 27 of the Arms Act."
795,district administration,7,2,ORG,District Administration,ACTOR,,1,informative,,"Mr. Yadav, however, put the onus on the District Administration."
796,t.s. thakur,7,2,PERSON,T.S. Thakur,ACTOR,,1,informative,,"Gyan Sudha Misra, T.S. Thakur REPORTABLE IN THE SUPREME COURT OF INDIA CRIMINAL APPELLATE JURISDICTION"
797,section 1,7,2,LAW,Section 1,RULE,,1,informative,,"The Aadhar (Targeted Delivery In sub-section (2) of section 1, words, of Financial and Other Subsidies, “except the State of Jammu and Benefits and Services) Act, 2016."
798,darshan singh,7,1,GPE,Darshan Singh,EVIDENCE,,1,informative,,Accused Ajaib Singh is alleged to have voluntarily caused hurt to Ajit Singh (not examined) and Darshan Singh PW5 with a sharp edged weapon called Gandhali and thereby committed offences punishable under Section 324 read with Section 149 IP
799,gandhali,7,1,PERSON,Gandhali,ACTOR,,1,informative,,Accused Ajaib Singh is alleged to have voluntarily caused hurt to Ajit Singh (not examined) and Darshan Singh PW5 with a sharp edged weapon called Gandhali and thereby committed offences punishable under Section 324 read with Section 149 IP
800,gurvinder singh pw3,7,1,ORG,Gurvinder Singh Pw3,ACTOR,,1,informative,,"The witness then raised an alarm 'Mar Ditta-Mar Ditta' whereupon his brother Ajit Singh (not examined), Darshan Singh s/o Ajit Singh (PW5), Sandeep Singh (not examined) and Gurvinder Singh PW3 came there."
801,inderjit singh,7,1,PERSON,Inderjit Singh,ACTOR,,1,informative,,"When the three accused Harjinder Singh-A2, Ajaib Singh-A4 and Tarsem Singh (Who is dead) as members of the first party, who came in tractor, were inflicting blows on the deceased and the above named alleged eye witnesses, the other three ac"
802,raula,7,1,PERSON,Raula,ACTOR,,1,informative,,According to accused Harjit Singh he was attracted towards the spot from his nearby house as he heard a noise of quarrel (Raula).
803,station master,7,1,FAC,Station Master,EVIDENCE,,1,informative,,Hence no question of cheating the railway or Station Master arose in the case.
804,kalyana sundram iyer,7,1,PERSON,Kalyana Sundram Iyer,ACTOR,,1,informative,,It was contended that the sale deed executed by Kalyana Sundram Iyer was a benami transaction.
805,s. groz backert saboo ltd,7,1,PERSON,S. Groz Backert Saboo Ltd,,,0,non-informative,,"During the assessment year 1962-63, the corresponding accounting year being the financial year ending 31st March, 1962, in respect of goods partly of raw materials and partly of semi-finished needles gifted by their collaborators in West Ge"
806,matubhai,7,1,GPE,Matubhai,EVIDENCE,,1,informative,,"Matubhai, son of Chunilal, went along with the said letter and the cheque to Trikamlal at his office in the Court premises at 2 P. M. Trikamlal, however, told him that Chunilal should address another letter to the Liquidators promising to p"
807,pasavala,7,1,ORG,Pasavala,ACTOR,,1,informative,,"At the further hearing, the advocate for Madhubhai produced before the Court a receipt passed by the Liquidators showing that one Pasavala had deposited with them an amount of Rs. 11,61,600/- at the rate of Rs."
808,punj,7,1,PERSON,Punj,ACTOR,,1,informative,,"If infringed by illegal order of State Government-East Punjab Holdings (Consolidation and Prevention of Fragmentation) Act, 1948 (Punj."
809,article 31-a,7,1,LAW,Article 31-A,RULE,CONSTITUTIONAL,1,informative,,"Article 31-A confers protection upon laws falling within clauses (a) to (e) of that Article, provided that such laws, if made by a State Legislature, have received the assent of the President."
810,juggi lal kamlapat,7,1,PERSON,Juggi Lal Kamlapat,ACTOR,,1,informative,,"Juggi Lal Kamlapat Bankers & vs Wealth Tax Officer. Special Circle ... on 15 December, 1983 COURT 564, , 1984 TAX."
811,juggi lal kamlapat bankers &,7,1,ORG,Juggi Lal Kamlapat Bankers &,ACTOR,,1,informative,,and it was not open to the Wealth Tax Officer to refer the valuation to the valuation Officer under section 16A. Juggi Lal Kamlapat Bankers & vs Wealth Tax Officer.
812,wealth,7,1,ORG,Wealth,ACTOR,,1,informative,,"(2) Notwithstanding any thing contained in subsection (1),-- (a) where the assessee is carrying on a business for which accounts are maintained by him regularly, the Wealth tax officer may, instead of determining separately the value of eac"
813,entries,7,1,ORG,Entries,ACTOR,,1,informative,,Secondly the very use of the words 'not including fees taken in any court' in Entry 96 List I and Entry 66 List 11 shows that they would otherwise have fallen within these Entries.
814,motiram,7,1,ORG,Motiram,ACTOR,,1,informative,,"Through Lrs And ... on 28 February, 1985 Author: V.D. Tulzapurkar Bench: V.D. Tulzapurkar, V. Khalid MOTIRAM GHELABHAI (DEAD) THROUGH L. R. MANIRAM MOTIRAM Vs. JAGAN NAGAR (DEAD) THROUGH LRS AND OTHERS."
